Analyse intensité de charge
Chargeur 220v -- Partage de connexion activé
Debut des mesures :     2023-08-24 09:58:52.548582 Charge: 3%
1.05 A / 11:27:23 / 0005286 s
1.05 A / 11:27:25 / 0005288 s
1.05 A / 11:27:27 / 0005290 s
1.05 A / 11:27:29 / 0005292 s
1.05 A / 11:27:31 / 0005294 s
1.05 A / 11:27:33 / 0005296 s
1.05 A / 11:27:35 / 0005298 s
1.20 A / 11:27:37 / 0005300 s
1.20 A / 11:27:39 / 0005302 s
1.20 A / 11:27:41 / 0005304 s
1.05 A / 11:27:43 / 0005306 s
1.05 A / 11:27:45 / 0005308 s
1.05 A / 11:27:47 / 0005310 s
1.05 A / 11:27:49 / 0005312 s
1.05 A / 11:27:51 / 0005314 s
1.05 A / 11:27:53 / 0005316 s
1.05 A / 11:27:55 / 0005318 s
1.05 A / 11:27:57 / 0005320 s
1.15 A / 11:27:59 / 0005322 s
1.15 A / 11:28:01 / 0005324 s
1.15 A / 11:28:03 / 0005326 s
1.15 A / 11:28:05 / 0005328 s
1.15 A / 11:28:07 / 0005330 s
1.15 A / 11:28:09 / 0005332 s
1.05 A / 11:28:11 / 0005334 s
1.05 A / 11:28:13 / 0005336 s
1.05 A / 11:28:15 / 0005338 s
1.05 A / 11:28:17 / 0005340 s
1.18 A / 11:28:19 / 0005342 s
1.18 A / 11:28:21 / 0005344 s
1.18 A / 11:28:23 / 0005346 s
1.08 A / 11:28:25 / 0005348 s
1.08 A / 11:28:27 / 0005350 s
0.98 A / 11:28:29 / 0005352 s
1.08 A / 11:28:31 / 0005354 s
1.08 A / 11:28:33 / 0005356 s
1.18 A / 11:28:35 / 0005358 s
1.28 A / 11:28:37 / 0005360 s
0.70 A / 11:28:39 / 0005362 s
0.70 A / 11:28:41 / 0005364 s
0.45 A / 11:28:43 / 0005366 s
0.45 A / 11:28:45 / 0005368 s
0.45 A / 11:28:47 / 0005370 s
0.45 A / 11:28:49 / 0005372 s
1.10 A / 11:28:51 / 0005374 s
1.10 A / 11:28:53 / 0005376 s
1.10 A / 11:28:55 / 0005378 s
1.10 A / 11:28:57 / 0005380 s
1.20 A / 11:28:59 / 0005382 s
1.05 A / 11:29:01 / 0005384 s
1.15 A / 11:29:03 / 0005386 s
1.15 A / 11:29:05 / 0005388 s
1.15 A / 11:29:07 / 0005390 s
1.15 A / 11:29:09 / 0005392 s
1.15 A / 11:29:11 / 0005394 s
1.25 A / 11:29:13 / 0005396 s
1.25 A / 11:29:15 / 0005398 s
1.08 A / 11:29:17 / 0005400 s
1.08 A / 11:29:19 / 0005402 s
1.08 A / 11:29:21 / 0005404 s
1.08 A / 11:29:23 / 0005406 s
1.08 A / 11:29:25 / 0005408 s
1.08 A / 11:29:27 / 0005410 s
1.08 A / 11:29:29 / 0005412 s
1.18 A / 11:29:31 / 0005414 s
1.18 A / 11:29:33 / 0005416 s
1.18 A / 11:29:35 / 0005418 s
1.18 A / 11:29:37 / 0005420 s
1.18 A / 11:29:39 / 0005422 s
1.18 A / 11:29:41 / 0005424 s
1.18 A / 11:29:43 / 0005426 s
1.18 A / 11:29:45 / 0005428 s
1.08 A / 11:29:47 / 0005430 s
1.08 A / 11:29:49 / 0005432 s
1.08 A / 11:29:51 / 0005434 s
1.08 A / 11:29:53 / 0005436 s
1.08 A / 11:29:55 / 0005438 s
1.08 A / 11:29:57 / 0005440 s
1.20 A / 11:29:59 / 0005442 s
1.20 A / 11:30:01 / 0005444 s
1.20 A / 11:30:03 / 0005446 s
1.20 A / 11:30:05 / 0005448 s
1.20 A / 11:30:07 / 0005450 s
1.10 A / 11:30:09 / 0005452 s
1.10 A / 11:30:11 / 0005454 s
1.10 A / 11:30:13 / 0005456 s
1.10 A / 11:30:15 / 0005458 s
1.10 A / 11:30:17 / 0005460 s
1.10 A / 11:30:19 / 0005462 s
1.10 A / 11:30:21 / 0005464 s
1.20 A / 11:30:23 / 0005466 s
1.03 A / 11:30:25 / 0005468 s
1.03 A / 11:30:27 / 0005470 s
1.03 A / 11:30:29 / 0005472 s
1.13 A / 11:30:31 / 0005474 s
1.13 A / 11:30:33 / 0005476 s
1.13 A / 11:30:35 / 0005478 s
1.23 A / 11:30:37 / 0005480 s
1.10 A / 11:30:39 / 0005482 s
1.10 A / 11:30:41 / 0005484 s
1.10 A / 11:30:43 / 0005486 s
1.10 A / 11:30:45 / 0005488 s
1.10 A / 11:30:47 / 0005490 s
1.10 A / 11:30:49 / 0005492 s
1.10 A / 11:30:51 / 0005494 s
1.10 A / 11:30:53 / 0005496 s
1.20 A / 11:30:55 / 0005498 s
1.20 A / 11:30:57 / 0005500 s
1.10 A / 11:30:59 / 0005502 s
1.23 A / 11:31:01 / 0005504 s
1.05 A / 11:31:03 / 0005506 s
1.05 A / 11:31:05 / 0005508 s
1.05 A / 11:31:07 / 0005510 s
1.20 A / 11:31:09 / 0005512 s
1.08 A / 11:31:11 / 0005514 s
1.08 A / 11:31:13 / 0005516 s
1.08 A / 11:31:15 / 0005518 s
1.08 A / 11:31:17 / 0005520 s
1.18 A / 11:31:19 / 0005522 s
1.18 A / 11:31:21 / 0005524 s
1.18 A / 11:31:23 / 0005526 s
1.18 A / 11:31:25 / 0005528 s
1.18 A / 11:31:27 / 0005530 s
1.18 A / 11:31:29 / 0005532 s
1.05 A / 11:31:31 / 0005534 s
1.05 A / 11:31:33 / 0005536 s
1.15 A / 11:31:35 / 0005538 s
1.15 A / 11:31:37 / 0005540 s
1.15 A / 11:31:39 / 0005542 s
1.05 A / 11:31:41 / 0005544 s
1.05 A / 11:31:43 / 0005546 s
1.05 A / 11:31:45 / 0005548 s
1.05 A / 11:31:47 / 0005550 s
1.15 A / 11:31:49 / 0005552 s
1.03 A / 11:31:51 / 0005554 s
1.03 A / 11:31:53 / 0005556 s
1.20 A / 11:31:55 / 0005558 s
1.20 A / 11:31:57 / 0005560 s
1.10 A / 11:31:59 / 0005562 s
1.10 A / 11:32:01 / 0005564 s
1.10 A / 11:32:03 / 0005566 s
1.10 A / 11:32:05 / 0005568 s
1.10 A / 11:32:07 / 0005570 s
1.10 A / 11:32:09 / 0005572 s
1.10 A / 11:32:11 / 0005574 s
1.10 A / 11:32:13 / 0005576 s
1.30 A / 11:32:15 / 0005578 s
1.10 A / 11:32:17 / 0005580 s
1.10 A / 11:32:19 / 0005582 s
1.10 A / 11:32:21 / 0005584 s
1.10 A / 11:32:23 / 0005586 s
1.10 A / 11:32:25 / 0005588 s
1.10 A / 11:32:27 / 0005590 s
1.10 A / 11:32:29 / 0005592 s
1.10 A / 11:32:31 / 0005594 s
1.10 A / 11:32:33 / 0005596 s
1.10 A / 11:32:35 / 0005598 s
1.10 A / 11:32:37 / 0005600 s
1.10 A / 11:32:39 / 0005602 s
1.10 A / 11:32:41 / 0005604 s
1.10 A / 11:32:43 / 0005606 s
1.10 A / 11:32:45 / 0005608 s
1.10 A / 11:32:47 / 0005610 s
1.10 A / 11:32:49 / 0005612 s
1.10 A / 11:32:51 / 0005614 s
1.10 A / 11:32:53 / 0005616 s
1.10 A / 11:32:55 / 0005618 s
1.10 A / 11:32:57 / 0005620 s
0.68 A / 11:32:59 / 0005622 s
0.68 A / 11:33:01 / 0005624 s
0.68 A / 11:33:03 / 0005626 s
0.68 A / 11:33:05 / 0005628 s
0.68 A / 11:33:07 / 0005630 s
0.68 A / 11:33:09 / 0005632 s
0.68 A / 11:33:11 / 0005634 s
0.68 A / 11:33:13 / 0005636 s
0.68 A / 11:33:15 / 0005638 s
0.68 A / 11:33:17 / 0005640 s
0.58 A / 11:33:19 / 0005642 s
0.58 A / 11:33:21 / 0005644 s
0.58 A / 11:33:23 / 0005646 s
0.58 A / 11:33:25 / 0005648 s
0.58 A / 11:33:27 / 0005650 s
0.58 A / 11:33:29 / 0005652 s
0.58 A / 11:33:31 / 0005654 s
0.58 A / 11:33:33 / 0005656 s
0.58 A / 11:33:35 / 0005658 s
0.58 A / 11:33:37 / 0005660 s
0.58 A / 11:33:39 / 0005662 s
0.70 A / 11:33:41 / 0005664 s
0.70 A / 11:33:43 / 0005666 s
0.70 A / 11:33:45 / 0005668 s
0.70 A / 11:33:47 / 0005670 s
0.70 A / 11:33:49 / 0005672 s
0.70 A / 11:33:51 / 0005674 s
0.60 A / 11:33:53 / 0005676 s
0.60 A / 11:33:55 / 0005678 s
0.60 A / 11:33:57 / 0005680 s
0.60 A / 11:33:59 / 0005682 s
0.60 A / 11:34:01 / 0005684 s
0.60 A / 11:34:03 / 0005686 s
0.60 A / 11:34:05 / 0005688 s
0.60 A / 11:34:07 / 0005690 s
0.60 A / 11:34:09 / 0005692 s
0.60 A / 11:34:11 / 0005694 s
0.60 A / 11:34:13 / 0005696 s
0.60 A / 11:34:15 / 0005698 s
0.60 A / 11:34:17 / 0005700 s
0.60 A / 11:34:19 / 0005702 s
0.60 A / 11:34:21 / 0005704 s
0.60 A / 11:34:23 / 0005706 s
0.60 A / 11:34:25 / 0005708 s
0.73 A / 11:34:27 / 0005710 s
0.73 A / 11:34:29 / 0005712 s
0.73 A / 11:34:31 / 0005714 s
0.73 A / 11:34:33 / 0005716 s
0.73 A / 11:34:35 / 0005718 s
0.63 A / 11:34:37 / 0005720 s
0.63 A / 11:34:39 / 0005722 s
0.63 A / 11:34:41 / 0005724 s
0.63 A / 11:34:43 / 0005726 s
0.63 A / 11:34:45 / 0005728 s
0.63 A / 11:34:47 / 0005730 s
0.63 A / 11:34:49 / 0005732 s
0.63 A / 11:34:51 / 0005734 s
0.63 A / 11:34:53 / 0005736 s
0.63 A / 11:34:55 / 0005738 s
0.75 A / 11:34:57 / 0005740 s
0.65 A / 11:34:59 / 0005742 s
0.65 A / 11:35:01 / 0005744 s
0.53 A / 11:35:03 / 0005746 s
0.53 A / 11:35:05 / 0005748 s
0.53 A / 11:35:07 / 0005750 s
0.68 A / 11:35:09 / 0005752 s
0.68 A / 11:35:11 / 0005754 s
0.68 A / 11:35:13 / 0005756 s
0.68 A / 11:35:15 / 0005758 s
0.68 A / 11:35:17 / 0005760 s
0.68 A / 11:35:19 / 0005762 s
0.68 A / 11:35:21 / 0005764 s
0.68 A / 11:35:23 / 0005766 s
0.68 A / 11:35:25 / 0005768 s
0.68 A / 11:35:27 / 0005770 s
0.68 A / 11:35:29 / 0005772 s
0.68 A / 11:35:31 / 0005774 s
0.68 A / 11:35:33 / 0005776 s
0.68 A / 11:35:35 / 0005778 s
0.68 A / 11:35:37 / 0005780 s
0.68 A / 11:35:39 / 0005782 s
0.68 A / 11:35:41 / 0005784 s
0.68 A / 11:35:43 / 0005786 s
0.68 A / 11:35:45 / 0005788 s
0.68 A / 11:35:47 / 0005790 s
0.68 A / 11:35:49 / 0005792 s
0.68 A / 11:35:51 / 0005794 s
0.68 A / 11:35:53 / 0005796 s
0.68 A / 11:35:55 / 0005798 s
0.68 A / 11:35:57 / 0005800 s
0.68 A / 11:35:59 / 0005802 s
0.68 A / 11:36:01 / 0005804 s
0.68 A / 11:36:03 / 0005806 s
0.68 A / 11:36:05 / 0005808 s
0.68 A / 11:36:07 / 0005810 s
0.68 A / 11:36:09 / 0005812 s
0.68 A / 11:36:11 / 0005814 s
0.68 A / 11:36:13 / 0005816 s
0.68 A / 11:36:15 / 0005818 s
0.68 A / 11:36:17 / 0005820 s
0.68 A / 11:36:19 / 0005822 s
0.68 A / 11:36:21 / 0005824 s
0.68 A / 11:36:23 / 0005826 s
0.68 A / 11:36:25 / 0005828 s
0.58 A / 11:36:27 / 0005830 s
0.68 A / 11:36:29 / 0005832 s
0.68 A / 11:36:31 / 0005834 s
0.68 A / 11:36:33 / 0005836 s
0.68 A / 11:36:35 / 0005838 s
0.68 A / 11:36:37 / 0005840 s
0.68 A / 11:36:39 / 0005842 s
0.68 A / 11:36:41 / 0005844 s
0.58 A / 11:36:43 / 0005846 s
0.58 A / 11:36:45 / 0005848 s
0.58 A / 11:36:47 / 0005850 s
0.58 A / 11:36:49 / 0005852 s
0.58 A / 11:36:51 / 0005854 s
0.58 A / 11:36:53 / 0005856 s
0.58 A / 11:36:55 / 0005858 s
0.58 A / 11:36:57 / 0005860 s
0.58 A / 11:36:59 / 0005862 s
0.58 A / 11:37:01 / 0005864 s
0.58 A / 11:37:03 / 0005866 s
0.58 A / 11:37:05 / 0005868 s
0.58 A / 11:37:07 / 0005870 s
0.58 A / 11:37:09 / 0005872 s
0.58 A / 11:37:11 / 0005874 s
0.70 A / 11:37:13 / 0005876 s
0.70 A / 11:37:15 / 0005878 s
0.70 A / 11:37:17 / 0005880 s
0.70 A / 11:37:19 / 0005882 s
0.60 A / 11:37:21 / 0005884 s
0.60 A / 11:37:23 / 0005886 s
0.60 A / 11:37:25 / 0005888 s
0.60 A / 11:37:27 / 0005890 s
0.60 A / 11:37:29 / 0005892 s
0.60 A / 11:37:31 / 0005894 s
0.60 A / 11:37:33 / 0005896 s
0.60 A / 11:37:35 / 0005898 s
0.70 A / 11:37:37 / 0005900 s
0.60 A / 11:37:39 / 0005902 s
0.70 A / 11:37:41 / 0005904 s
0.70 A / 11:37:43 / 0005906 s
0.60 A / 11:37:45 / 0005908 s
0.73 A / 11:37:47 / 0005910 s
0.73 A / 11:37:49 / 0005912 s
0.60 A / 11:37:51 / 0005914 s
0.60 A / 11:37:53 / 0005916 s
0.60 A / 11:37:55 / 0005918 s
0.60 A / 11:37:58 / 0005920 s
0.60 A / 11:38:00 / 0005922 s
0.60 A / 11:38:02 / 0005924 s
0.60 A / 11:38:04 / 0005926 s
0.60 A / 11:38:06 / 0005928 s
0.60 A / 11:38:08 / 0005930 s
0.73 A / 11:38:10 / 0005932 s
0.73 A / 11:38:12 / 0005934 s
0.60 A / 11:38:14 / 0005936 s
0.75 A / 11:38:16 / 0005938 s
0.75 A / 11:38:18 / 0005940 s
0.60 A / 11:38:20 / 0005942 s
0.60 A / 11:38:22 / 0005944 s
0.60 A / 11:38:24 / 0005946 s
0.60 A / 11:38:26 / 0005948 s
0.60 A / 11:38:28 / 0005950 s
0.60 A / 11:38:30 / 0005952 s
0.60 A / 11:38:32 / 0005954 s
0.60 A / 11:38:34 / 0005956 s
0.60 A / 11:38:36 / 0005958 s
0.70 A / 11:38:38 / 0005960 s
0.60 A / 11:38:40 / 0005962 s
0.60 A / 11:38:42 / 0005964 s
0.60 A / 11:38:44 / 0005966 s
0.60 A / 11:38:46 / 0005968 s
0.73 A / 11:38:48 / 0005970 s
0.73 A / 11:38:50 / 0005972 s
0.73 A / 11:38:52 / 0005974 s
0.63 A / 11:38:54 / 0005976 s
0.73 A / 11:38:56 / 0005978 s
0.73 A / 11:38:58 / 0005980 s
0.63 A / 11:39:00 / 0005982 s
0.63 A / 11:39:02 / 0005984 s
0.63 A / 11:39:04 / 0005986 s
0.63 A / 11:39:06 / 0005988 s
0.63 A / 11:39:08 / 0005990 s
0.63 A / 11:39:10 / 0005992 s
0.63 A / 11:39:12 / 0005994 s
0.63 A / 11:39:14 / 0005996 s
0.63 A / 11:39:16 / 0005998 s
0.63 A / 11:39:18 / 0006000 s
0.63 A / 11:39:20 / 0006002 s
0.63 A / 11:39:22 / 0006004 s
0.63 A / 11:39:24 / 0006006 s
0.63 A / 11:39:26 / 0006008 s
0.63 A / 11:39:28 / 0006010 s
0.63 A / 11:39:30 / 0006012 s
0.63 A / 11:39:32 / 0006014 s
0.63 A / 11:39:34 / 0006016 s
0.63 A / 11:39:36 / 0006018 s
0.63 A / 11:39:38 / 0006020 s
0.63 A / 11:39:40 / 0006022 s
0.63 A / 11:39:42 / 0006024 s
0.63 A / 11:39:44 / 0006026 s
0.63 A / 11:39:46 / 0006028 s
0.63 A / 11:39:48 / 0006030 s
0.63 A / 11:39:50 / 0006032 s
0.63 A / 11:39:52 / 0006034 s
0.63 A / 11:39:54 / 0006036 s
0.63 A / 11:39:56 / 0006038 s
0.63 A / 11:39:58 / 0006040 s
0.63 A / 11:40:00 / 0006042 s
0.63 A / 11:40:02 / 0006044 s
0.63 A / 11:40:04 / 0006046 s
0.63 A / 11:40:06 / 0006048 s
0.63 A / 11:40:08 / 0006050 s
0.63 A / 11:40:10 / 0006052 s
0.63 A / 11:40:12 / 0006054 s
0.63 A / 11:40:14 / 0006056 s
0.78 A / 11:40:16 / 0006058 s
0.63 A / 11:40:18 / 0006060 s
0.63 A / 11:40:20 / 0006062 s
0.63 A / 11:40:22 / 0006064 s
0.63 A / 11:40:24 / 0006066 s
0.63 A / 11:40:26 / 0006068 s
0.63 A / 11:40:28 / 0006070 s
0.63 A / 11:40:30 / 0006072 s
0.63 A / 11:40:32 / 0006074 s
0.63 A / 11:40:34 / 0006076 s
0.63 A / 11:40:36 / 0006078 s
0.63 A / 11:40:38 / 0006080 s
0.63 A / 11:40:40 / 0006082 s
0.63 A / 11:40:42 / 0006084 s
0.63 A / 11:40:44 / 0006086 s
0.63 A / 11:40:46 / 0006088 s
0.63 A / 11:40:48 / 0006090 s
0.63 A / 11:40:50 / 0006092 s
0.63 A / 11:40:52 / 0006094 s
0.63 A / 11:40:54 / 0006096 s
0.63 A / 11:40:56 / 0006098 s
0.63 A / 11:40:58 / 0006100 s
0.63 A / 11:41:00 / 0006102 s
0.63 A / 11:41:02 / 0006104 s
0.63 A / 11:41:04 / 0006106 s
0.75 A / 11:41:06 / 0006108 s
0.75 A / 11:41:08 / 0006110 s
0.60 A / 11:41:10 / 0006112 s
0.60 A / 11:41:12 / 0006114 s
0.60 A / 11:41:14 / 0006116 s
0.70 A / 11:41:16 / 0006118 s
0.60 A / 11:41:18 / 0006120 s
0.60 A / 11:41:20 / 0006122 s
0.60 A / 11:41:22 / 0006124 s
0.60 A / 11:41:24 / 0006126 s
0.60 A / 11:41:26 / 0006128 s
0.60 A / 11:41:28 / 0006130 s
0.60 A / 11:41:30 / 0006132 s
0.60 A / 11:41:32 / 0006134 s
0.60 A / 11:41:34 / 0006136 s
0.60 A / 11:41:36 / 0006138 s
0.60 A / 11:41:38 / 0006140 s
0.60 A / 11:41:40 / 0006142 s
0.60 A / 11:41:42 / 0006144 s
0.75 A / 11:41:44 / 0006146 s
0.60 A / 11:41:46 / 0006148 s
0.60 A / 11:41:48 / 0006150 s
0.70 A / 11:41:50 / 0006152 s
0.60 A / 11:41:52 / 0006154 s
0.60 A / 11:41:54 / 0006156 s
0.60 A / 11:41:56 / 0006158 s
0.60 A / 11:41:58 / 0006160 s
0.60 A / 11:42:00 / 0006162 s
0.70 A / 11:42:02 / 0006164 s
0.70 A / 11:42:04 / 0006166 s
0.70 A / 11:42:06 / 0006168 s
0.70 A / 11:42:08 / 0006170 s
0.70 A / 11:42:10 / 0006172 s
0.70 A / 11:42:12 / 0006174 s
0.70 A / 11:42:14 / 0006176 s
0.70 A / 11:42:16 / 0006178 s
0.70 A / 11:42:18 / 0006180 s
0.70 A / 11:42:20 / 0006182 s
0.60 A / 11:42:22 / 0006184 s
0.73 A / 11:42:24 / 0006186 s
0.63 A / 11:42:26 / 0006188 s
0.63 A / 11:42:28 / 0006190 s
0.63 A / 11:42:30 / 0006192 s
0.63 A / 11:42:32 / 0006194 s
0.63 A / 11:42:34 / 0006196 s
0.63 A / 11:42:36 / 0006198 s
0.73 A / 11:42:38 / 0006200 s
0.73 A / 11:42:40 / 0006202 s
0.73 A / 11:42:42 / 0006204 s
0.63 A / 11:42:43 / 0006206 s
0.73 A / 11:42:45 / 0006208 s
0.73 A / 11:42:47 / 0006210 s
0.73 A / 11:42:49 / 0006212 s
0.73 A / 11:42:51 / 0006214 s
0.60 A / 11:42:53 / 0006216 s
0.60 A / 11:42:55 / 0006218 s
0.60 A / 11:42:57 / 0006220 s
0.75 A / 11:42:59 / 0006222 s
0.75 A / 11:43:01 / 0006224 s
0.65 A / 11:43:03 / 0006226 s
0.65 A / 11:43:05 / 0006228 s
0.65 A / 11:43:07 / 0006230 s
0.65 A / 11:43:09 / 0006232 s
0.65 A / 11:43:11 / 0006234 s
0.65 A / 11:43:13 / 0006236 s
0.65 A / 11:43:15 / 0006238 s
0.65 A / 11:43:17 / 0006240 s
0.65 A / 11:43:19 / 0006242 s
0.65 A / 11:43:21 / 0006244 s
0.65 A / 11:43:23 / 0006246 s
0.65 A / 11:43:25 / 0006248 s
0.65 A / 11:43:27 / 0006250 s
0.65 A / 11:43:29 / 0006252 s
0.65 A / 11:43:31 / 0006254 s
0.65 A / 11:43:33 / 0006256 s
0.65 A / 11:43:35 / 0006258 s
0.65 A / 11:43:37 / 0006260 s
0.65 A / 11:43:39 / 0006262 s
0.65 A / 11:43:41 / 0006264 s
0.65 A / 11:43:43 / 0006266 s
0.65 A / 11:43:45 / 0006268 s
0.65 A / 11:43:47 / 0006270 s
0.65 A / 11:43:49 / 0006272 s
0.65 A / 11:43:51 / 0006274 s
0.65 A / 11:43:53 / 0006276 s
0.65 A / 11:43:55 / 0006278 s
0.75 A / 11:43:57 / 0006280 s
0.75 A / 11:43:59 / 0006282 s
0.60 A / 11:44:01 / 0006284 s
0.60 A / 11:44:03 / 0006286 s
0.60 A / 11:44:05 / 0006288 s
0.60 A / 11:44:07 / 0006290 s
0.60 A / 11:44:09 / 0006292 s
0.70 A / 11:44:11 / 0006294 s
0.70 A / 11:44:13 / 0006296 s
0.70 A / 11:44:15 / 0006298 s
0.70 A / 11:44:17 / 0006300 s
0.70 A / 11:44:19 / 0006302 s
0.70 A / 11:44:21 / 0006304 s
0.70 A / 11:44:23 / 0006306 s
0.58 A / 11:44:25 / 0006308 s
0.58 A / 11:44:27 / 0006310 s
0.58 A / 11:44:29 / 0006312 s
0.58 A / 11:44:31 / 0006314 s
0.70 A / 11:44:33 / 0006316 s
0.70 A / 11:44:35 / 0006318 s
0.70 A / 11:44:37 / 0006320 s
0.70 A / 11:44:39 / 0006322 s
0.70 A / 11:44:41 / 0006324 s
0.70 A / 11:44:43 / 0006326 s
0.70 A / 11:44:45 / 0006328 s
0.58 A / 11:44:47 / 0006330 s
0.78 A / 11:44:49 / 0006332 s
0.63 A / 11:44:51 / 0006334 s
0.63 A / 11:44:53 / 0006336 s
0.63 A / 11:44:55 / 0006338 s
0.63 A / 11:44:57 / 0006340 s
0.63 A / 11:44:59 / 0006342 s
0.63 A / 11:45:01 / 0006344 s
0.63 A / 11:45:03 / 0006346 s
0.63 A / 11:45:05 / 0006348 s
0.63 A / 11:45:07 / 0006350 s
0.63 A / 11:45:09 / 0006352 s
0.63 A / 11:45:11 / 0006354 s
0.63 A / 11:45:13 / 0006356 s
0.63 A / 11:45:15 / 0006358 s
0.63 A / 11:45:17 / 0006360 s
0.63 A / 11:45:19 / 0006362 s
0.63 A / 11:45:21 / 0006364 s
0.63 A / 11:45:23 / 0006366 s
0.63 A / 11:45:25 / 0006368 s
0.63 A / 11:45:27 / 0006370 s
0.63 A / 11:45:29 / 0006372 s
0.63 A / 11:45:31 / 0006374 s
0.63 A / 11:45:33 / 0006376 s
0.73 A / 11:45:35 / 0006378 s
0.73 A / 11:45:37 / 0006380 s
0.58 A / 11:45:39 / 0006382 s
0.58 A / 11:45:41 / 0006384 s
0.68 A / 11:45:43 / 0006386 s
0.68 A / 11:45:45 / 0006388 s
0.68 A / 11:45:47 / 0006390 s
0.68 A / 11:45:49 / 0006392 s
0.68 A / 11:45:51 / 0006394 s
0.68 A / 11:45:53 / 0006396 s
0.58 A / 11:45:55 / 0006398 s
0.58 A / 11:45:57 / 0006400 s
0.58 A / 11:45:59 / 0006402 s
0.73 A / 11:46:01 / 0006404 s
0.60 A / 11:46:03 / 0006406 s
0.73 A / 11:46:05 / 0006408 s
0.63 A / 11:46:07 / 0006410 s
0.63 A / 11:46:09 / 0006412 s
0.63 A / 11:46:11 / 0006414 s
0.63 A / 11:46:13 / 0006416 s
0.63 A / 11:46:15 / 0006418 s
0.63 A / 11:46:17 / 0006420 s
0.63 A / 11:46:19 / 0006422 s
0.63 A / 11:46:21 / 0006424 s
0.63 A / 11:46:23 / 0006426 s
0.63 A / 11:46:25 / 0006428 s
0.63 A / 11:46:27 / 0006430 s
0.63 A / 11:46:29 / 0006432 s
0.63 A / 11:46:31 / 0006434 s
0.63 A / 11:46:33 / 0006436 s
0.63 A / 11:46:35 / 0006438 s
0.63 A / 11:46:37 / 0006440 s
0.63 A / 11:46:39 / 0006442 s
0.63 A / 11:46:41 / 0006444 s
0.63 A / 11:46:43 / 0006446 s
0.63 A / 11:46:45 / 0006448 s
0.63 A / 11:46:47 / 0006450 s
0.63 A / 11:46:49 / 0006452 s
0.63 A / 11:46:51 / 0006454 s
0.63 A / 11:46:53 / 0006456 s
0.63 A / 11:46:55 / 0006458 s
0.75 A / 11:46:57 / 0006460 s
0.60 A / 11:46:59 / 0006462 s
0.60 A / 11:47:01 / 0006464 s
0.60 A / 11:47:03 / 0006466 s
0.60 A / 11:47:05 / 0006468 s
0.60 A / 11:47:07 / 0006470 s
0.60 A / 11:47:09 / 0006472 s
0.60 A / 11:47:11 / 0006474 s
0.60 A / 11:47:13 / 0006476 s
0.70 A / 11:47:15 / 0006478 s
0.70 A / 11:47:17 / 0006480 s
0.60 A / 11:47:19 / 0006482 s
0.60 A / 11:47:21 / 0006484 s
0.60 A / 11:47:23 / 0006486 s
0.60 A / 11:47:25 / 0006488 s
0.60 A / 11:47:27 / 0006490 s
0.60 A / 11:47:29 / 0006492 s
0.60 A / 11:47:31 / 0006494 s
0.70 A / 11:47:33 / 0006496 s
0.70 A / 11:47:35 / 0006498 s
0.70 A / 11:47:37 / 0006500 s
0.70 A / 11:47:39 / 0006502 s
0.70 A / 11:47:41 / 0006504 s
0.70 A / 11:47:43 / 0006506 s
0.70 A / 11:47:45 / 0006508 s
0.70 A / 11:47:47 / 0006510 s
0.70 A / 11:47:49 / 0006512 s
0.70 A / 11:47:51 / 0006514 s
0.70 A / 11:47:53 / 0006516 s
0.70 A / 11:47:55 / 0006518 s
0.70 A / 11:47:57 / 0006520 s
0.70 A / 11:47:59 / 0006522 s
0.60 A / 11:48:01 / 0006524 s
0.60 A / 11:48:03 / 0006526 s
0.60 A / 11:48:05 / 0006528 s
0.60 A / 11:48:07 / 0006530 s
0.60 A / 11:48:09 / 0006532 s
0.60 A / 11:48:11 / 0006534 s
0.60 A / 11:48:13 / 0006536 s
0.60 A / 11:48:15 / 0006538 s
0.60 A / 11:48:17 / 0006540 s
0.60 A / 11:48:19 / 0006542 s
0.60 A / 11:48:21 / 0006544 s
0.60 A / 11:48:23 / 0006546 s
0.60 A / 11:48:25 / 0006548 s
0.60 A / 11:48:27 / 0006550 s
0.60 A / 11:48:29 / 0006552 s
0.60 A / 11:48:31 / 0006554 s
0.60 A / 11:48:33 / 0006556 s
0.60 A / 11:48:35 / 0006558 s
0.70 A / 11:48:37 / 0006560 s
0.58 A / 11:48:39 / 0006562 s
0.58 A / 11:48:41 / 0006564 s
0.58 A / 11:48:43 / 0006566 s
0.58 A / 11:48:45 / 0006568 s
0.75 A / 11:48:47 / 0006570 s
0.65 A / 11:48:49 / 0006572 s
0.65 A / 11:48:51 / 0006574 s
0.65 A / 11:48:53 / 0006576 s
0.65 A / 11:48:55 / 0006578 s
0.65 A / 11:48:57 / 0006580 s
0.75 A / 11:48:59 / 0006582 s
0.65 A / 11:49:01 / 0006584 s
0.65 A / 11:49:03 / 0006586 s
0.65 A / 11:49:05 / 0006588 s
0.65 A / 11:49:07 / 0006590 s
0.65 A / 11:49:09 / 0006592 s
0.65 A / 11:49:11 / 0006594 s
0.65 A / 11:49:13 / 0006596 s
0.65 A / 11:49:15 / 0006598 s
0.65 A / 11:49:17 / 0006600 s
0.65 A / 11:49:19 / 0006602 s
0.65 A / 11:49:21 / 0006604 s
0.65 A / 11:49:23 / 0006606 s
0.53 A / 11:49:25 / 0006608 s
0.53 A / 11:49:27 / 0006610 s
