Analyse intensité de charge
Chargeur 220v -- Partage de connexion activé
Debut des mesures :     2023-08-24 09:58:52.548582 Charge: 3%
1.30 A / 10:43:03 / 0002634 s
1.13 A / 10:43:05 / 0002636 s
1.13 A / 10:43:07 / 0002638 s
1.13 A / 10:43:09 / 0002640 s
1.25 A / 10:43:11 / 0002642 s
1.10 A / 10:43:13 / 0002644 s
1.28 A / 10:43:15 / 0002646 s
1.05 A / 10:43:17 / 0002648 s
1.05 A / 10:43:19 / 0002650 s
1.23 A / 10:43:21 / 0002652 s
1.23 A / 10:43:23 / 0002654 s
1.23 A / 10:43:25 / 0002656 s
1.23 A / 10:43:27 / 0002658 s
1.38 A / 10:43:31 / 0002660 s
1.38 A / 10:43:33 / 0002662 s
1.23 A / 10:43:35 / 0002664 s
1.23 A / 10:43:37 / 0002666 s
1.23 A / 10:43:39 / 0002668 s
1.23 A / 10:43:41 / 0002670 s
0.45 A / 10:43:43 / 0002672 s
1.10 A / 10:43:45 / 0002674 s
2.13 A / 10:43:47 / 0002676 s
0.48 A / 10:43:49 / 0002678 s
0.48 A / 10:43:51 / 0002680 s
0.98 A / 10:43:53 / 0002682 s
1.35 A / 10:43:55 / 0002684 s
1.35 A / 10:43:57 / 0002686 s
1.35 A / 10:43:59 / 0002688 s
1.35 A / 10:44:01 / 0002690 s
1.18 A / 10:44:03 / 0002692 s
1.18 A / 10:44:05 / 0002694 s
1.18 A / 10:44:07 / 0002696 s
1.18 A / 10:44:09 / 0002698 s
1.28 A / 10:44:11 / 0002700 s
1.28 A / 10:44:13 / 0002702 s
1.18 A / 10:44:15 / 0002704 s
1.18 A / 10:44:17 / 0002706 s
1.18 A / 10:44:19 / 0002708 s
1.28 A / 10:44:21 / 0002710 s
1.28 A / 10:44:23 / 0002712 s
1.28 A / 10:44:25 / 0002714 s
1.38 A / 10:44:27 / 0002716 s
1.25 A / 10:44:29 / 0002718 s
1.25 A / 10:44:31 / 0002720 s
1.25 A / 10:44:33 / 0002722 s
1.25 A / 10:44:35 / 0002724 s
1.25 A / 10:44:37 / 0002726 s
1.25 A / 10:44:39 / 0002728 s
1.25 A / 10:44:41 / 0002730 s
1.25 A / 10:44:43 / 0002732 s
1.38 A / 10:44:45 / 0002734 s
1.38 A / 10:44:47 / 0002736 s
1.23 A / 10:44:49 / 0002738 s
1.23 A / 10:44:51 / 0002740 s
1.23 A / 10:44:53 / 0002742 s
1.23 A / 10:44:55 / 0002744 s
1.23 A / 10:44:57 / 0002746 s
1.23 A / 10:44:59 / 0002748 s
1.33 A / 10:45:01 / 0002750 s
1.33 A / 10:45:03 / 0002752 s
1.33 A / 10:45:05 / 0002754 s
1.33 A / 10:45:07 / 0002756 s
1.33 A / 10:45:09 / 0002758 s
1.08 A / 10:45:11 / 0002760 s
1.08 A / 10:45:13 / 0002762 s
1.08 A / 10:45:15 / 0002764 s
1.08 A / 10:45:17 / 0002766 s
1.08 A / 10:45:19 / 0002768 s
1.08 A / 10:45:21 / 0002770 s
1.08 A / 10:45:23 / 0002772 s
1.08 A / 10:45:25 / 0002774 s
1.20 A / 10:45:27 / 0002776 s
1.20 A / 10:45:29 / 0002778 s
1.20 A / 10:45:31 / 0002780 s
1.20 A / 10:45:33 / 0002782 s
1.20 A / 10:45:35 / 0002784 s
1.20 A / 10:45:37 / 0002786 s
1.20 A / 10:45:39 / 0002788 s
1.20 A / 10:45:41 / 0002790 s
1.20 A / 10:45:43 / 0002792 s
1.20 A / 10:45:45 / 0002794 s
1.20 A / 10:45:47 / 0002796 s
1.20 A / 10:45:49 / 0002798 s
1.20 A / 10:45:52 / 0002800 s
1.20 A / 10:45:54 / 0002802 s
1.20 A / 10:45:56 / 0002804 s
1.20 A / 10:45:58 / 0002806 s
1.20 A / 10:46:00 / 0002808 s
1.20 A / 10:46:02 / 0002810 s
1.20 A / 10:46:04 / 0002812 s
1.20 A / 10:46:06 / 0002814 s
1.20 A / 10:46:08 / 0002816 s
1.20 A / 10:46:10 / 0002818 s
1.20 A / 10:46:12 / 0002820 s
1.20 A / 10:46:14 / 0002822 s
1.10 A / 10:46:16 / 0002824 s
1.10 A / 10:46:18 / 0002826 s
1.10 A / 10:46:20 / 0002828 s
1.10 A / 10:46:22 / 0002830 s
1.10 A / 10:46:24 / 0002832 s
1.10 A / 10:46:26 / 0002834 s
1.10 A / 10:46:28 / 0002836 s
1.10 A / 10:46:30 / 0002838 s
1.10 A / 10:46:32 / 0002840 s
1.25 A / 10:46:34 / 0002842 s
1.25 A / 10:46:36 / 0002844 s
1.13 A / 10:46:38 / 0002846 s
1.30 A / 10:46:40 / 0002848 s
1.30 A / 10:46:42 / 0002850 s
1.30 A / 10:46:44 / 0002852 s
1.30 A / 10:46:46 / 0002854 s
1.30 A / 10:46:48 / 0002856 s
1.30 A / 10:46:50 / 0002858 s
1.10 A / 10:46:52 / 0002860 s
1.10 A / 10:46:54 / 0002862 s
1.10 A / 10:46:56 / 0002864 s
1.00 A / 10:46:58 / 0002866 s
1.10 A / 10:47:00 / 0002868 s
1.10 A / 10:47:02 / 0002870 s
1.10 A / 10:47:04 / 0002872 s
1.10 A / 10:47:06 / 0002874 s
1.10 A / 10:47:08 / 0002876 s
1.10 A / 10:47:10 / 0002878 s
1.10 A / 10:47:12 / 0002880 s
1.10 A / 10:47:14 / 0002882 s
1.10 A / 10:47:16 / 0002884 s
1.10 A / 10:47:18 / 0002886 s
1.10 A / 10:47:20 / 0002888 s
1.10 A / 10:47:22 / 0002890 s
1.10 A / 10:47:24 / 0002892 s
1.23 A / 10:47:26 / 0002894 s
1.10 A / 10:47:28 / 0002896 s
1.25 A / 10:47:30 / 0002898 s
1.25 A / 10:47:32 / 0002900 s
1.25 A / 10:47:34 / 0002902 s
1.08 A / 10:47:36 / 0002904 s
1.08 A / 10:47:38 / 0002906 s
1.08 A / 10:47:40 / 0002908 s
1.20 A / 10:47:42 / 0002910 s
1.08 A / 10:47:44 / 0002912 s
1.08 A / 10:47:46 / 0002914 s
1.08 A / 10:47:48 / 0002916 s
1.08 A / 10:47:50 / 0002918 s
1.08 A / 10:47:52 / 0002920 s
1.08 A / 10:47:54 / 0002922 s
1.18 A / 10:47:56 / 0002924 s
1.18 A / 10:47:58 / 0002926 s
1.18 A / 10:48:00 / 0002928 s
1.08 A / 10:48:02 / 0002930 s
1.18 A / 10:48:04 / 0002932 s
1.05 A / 10:48:06 / 0002934 s
1.05 A / 10:48:08 / 0002936 s
1.18 A / 10:48:10 / 0002938 s
1.18 A / 10:48:12 / 0002940 s
1.18 A / 10:48:14 / 0002942 s
1.28 A / 10:48:16 / 0002944 s
1.08 A / 10:48:18 / 0002946 s
1.08 A / 10:48:20 / 0002948 s
1.08 A / 10:48:22 / 0002950 s
1.08 A / 10:48:24 / 0002952 s
1.08 A / 10:48:26 / 0002954 s
1.08 A / 10:48:28 / 0002956 s
1.08 A / 10:48:30 / 0002958 s
1.08 A / 10:48:32 / 0002960 s
1.20 A / 10:48:34 / 0002962 s
1.20 A / 10:48:36 / 0002964 s
1.20 A / 10:48:38 / 0002966 s
1.20 A / 10:48:40 / 0002968 s
1.20 A / 10:48:42 / 0002970 s
1.20 A / 10:48:44 / 0002972 s
1.20 A / 10:48:46 / 0002974 s
1.05 A / 10:48:48 / 0002976 s
1.05 A / 10:48:50 / 0002978 s
1.05 A / 10:48:52 / 0002980 s
1.05 A / 10:48:54 / 0002982 s
1.05 A / 10:48:56 / 0002984 s
1.15 A / 10:48:58 / 0002986 s
1.15 A / 10:49:00 / 0002988 s
1.15 A / 10:49:02 / 0002990 s
1.15 A / 10:49:04 / 0002992 s
1.15 A / 10:49:06 / 0002994 s
1.15 A / 10:49:08 / 0002996 s
1.15 A / 10:49:10 / 0002998 s
0.45 A / 10:49:12 / 0003000 s
0.00 A / 10:49:14 / 0003002 s
0.00 A / 10:49:16 / 0003004 s
0.00 A / 10:49:18 / 0003006 s
0.00 A / 10:49:20 / 0003008 s
0.00 A / 10:49:22 / 0003010 s
0.00 A / 10:49:24 / 0003012 s
0.00 A / 10:49:26 / 0003014 s
0.00 A / 10:49:28 / 0003016 s
0.00 A / 10:49:30 / 0003018 s
0.00 A / 10:49:32 / 0003020 s
0.00 A / 10:49:34 / 0003022 s
0.00 A / 10:49:36 / 0003024 s
0.00 A / 10:49:38 / 0003026 s
0.00 A / 10:49:40 / 0003028 s
0.00 A / 10:49:42 / 0003030 s
0.00 A / 10:49:44 / 0003032 s
0.00 A / 10:49:46 / 0003034 s
0.00 A / 10:49:48 / 0003036 s
0.00 A / 10:49:50 / 0003038 s
0.00 A / 10:49:52 / 0003040 s
0.00 A / 10:49:54 / 0003042 s
0.00 A / 10:49:56 / 0003044 s
0.00 A / 10:49:58 / 0003046 s
0.00 A / 10:50:00 / 0003048 s
0.00 A / 10:50:02 / 0003050 s
0.00 A / 10:50:04 / 0003052 s
0.00 A / 10:50:06 / 0003054 s
0.00 A / 10:50:08 / 0003056 s
0.00 A / 10:50:10 / 0003058 s
0.00 A / 10:50:12 / 0003060 s
0.00 A / 10:50:14 / 0003062 s
0.00 A / 10:50:16 / 0003064 s
0.00 A / 10:50:18 / 0003066 s
0.00 A / 10:50:20 / 0003068 s
0.00 A / 10:50:22 / 0003070 s
0.00 A / 10:50:24 / 0003072 s
0.00 A / 10:50:26 / 0003074 s
0.00 A / 10:50:28 / 0003076 s
0.00 A / 10:50:30 / 0003078 s
0.00 A / 10:50:32 / 0003080 s
0.00 A / 10:50:34 / 0003082 s
0.00 A / 10:50:36 / 0003084 s
0.00 A / 10:50:38 / 0003086 s
0.00 A / 10:50:40 / 0003088 s
0.00 A / 10:50:42 / 0003090 s
0.00 A / 10:50:44 / 0003092 s
0.00 A / 10:50:46 / 0003094 s
0.00 A / 10:50:48 / 0003096 s
0.00 A / 10:50:50 / 0003098 s
0.00 A / 10:50:52 / 0003100 s
0.00 A / 10:50:54 / 0003102 s
0.00 A / 10:50:56 / 0003104 s
0.00 A / 10:50:58 / 0003106 s
0.00 A / 10:51:00 / 0003108 s
0.00 A / 10:51:02 / 0003110 s
0.00 A / 10:51:04 / 0003112 s
0.00 A / 10:51:06 / 0003114 s
0.00 A / 10:51:08 / 0003116 s
0.00 A / 10:51:10 / 0003118 s
0.00 A / 10:51:12 / 0003120 s
0.00 A / 10:51:14 / 0003122 s
0.00 A / 10:51:16 / 0003124 s
0.00 A / 10:51:18 / 0003126 s
0.00 A / 10:51:20 / 0003128 s
0.00 A / 10:51:22 / 0003130 s
0.00 A / 10:51:24 / 0003132 s
0.00 A / 10:51:26 / 0003134 s
0.00 A / 10:51:28 / 0003136 s
0.00 A / 10:51:30 / 0003138 s
0.00 A / 10:51:32 / 0003140 s
0.13 A / 10:51:34 / 0003142 s
0.00 A / 10:51:36 / 0003144 s
0.00 A / 10:51:38 / 0003146 s
0.00 A / 10:51:40 / 0003148 s
0.00 A / 10:51:42 / 0003150 s
0.00 A / 10:51:44 / 0003152 s
0.00 A / 10:51:46 / 0003154 s
0.00 A / 10:51:48 / 0003156 s
0.00 A / 10:51:50 / 0003158 s
0.00 A / 10:51:52 / 0003160 s
0.00 A / 10:51:54 / 0003162 s
0.00 A / 10:51:56 / 0003164 s
0.00 A / 10:51:58 / 0003166 s
0.00 A / 10:52:00 / 0003168 s
0.13 A / 10:52:02 / 0003170 s
0.03 A / 10:52:04 / 0003172 s
0.03 A / 10:52:06 / 0003174 s
0.03 A / 10:52:08 / 0003176 s
0.03 A / 10:52:10 / 0003178 s
0.03 A / 10:52:12 / 0003180 s
0.03 A / 10:52:14 / 0003182 s
0.03 A / 10:52:16 / 0003184 s
0.03 A / 10:52:18 / 0003186 s
0.03 A / 10:52:20 / 0003188 s
0.03 A / 10:52:22 / 0003190 s
0.03 A / 10:52:24 / 0003192 s
0.03 A / 10:52:26 / 0003194 s
0.03 A / 10:52:28 / 0003196 s
0.03 A / 10:52:30 / 0003198 s
0.03 A / 10:52:32 / 0003200 s
0.03 A / 10:52:34 / 0003202 s
0.03 A / 10:52:36 / 0003204 s
0.03 A / 10:52:38 / 0003206 s
0.03 A / 10:52:40 / 0003208 s
0.03 A / 10:52:42 / 0003210 s
0.03 A / 10:52:44 / 0003212 s
0.03 A / 10:52:46 / 0003214 s
0.03 A / 10:52:48 / 0003216 s
0.03 A / 10:52:50 / 0003218 s
0.03 A / 10:52:52 / 0003220 s
0.03 A / 10:52:54 / 0003222 s
0.03 A / 10:52:56 / 0003224 s
0.03 A / 10:52:58 / 0003226 s
0.03 A / 10:53:00 / 0003228 s
0.03 A / 10:53:02 / 0003230 s
0.03 A / 10:53:04 / 0003232 s
0.03 A / 10:53:06 / 0003234 s
0.03 A / 10:53:08 / 0003236 s
0.03 A / 10:53:10 / 0003238 s
0.03 A / 10:53:12 / 0003240 s
0.03 A / 10:53:14 / 0003242 s
0.03 A / 10:53:16 / 0003244 s
0.03 A / 10:53:18 / 0003246 s
0.03 A / 10:53:20 / 0003248 s
0.03 A / 10:53:22 / 0003250 s
0.03 A / 10:53:24 / 0003252 s
0.03 A / 10:53:27 / 0003254 s
0.03 A / 10:53:29 / 0003256 s
0.03 A / 10:53:31 / 0003258 s
0.03 A / 10:53:33 / 0003260 s
0.03 A / 10:53:35 / 0003262 s
0.03 A / 10:53:37 / 0003264 s
0.03 A / 10:53:39 / 0003266 s
0.03 A / 10:53:41 / 0003268 s
0.03 A / 10:53:43 / 0003270 s
0.03 A / 10:53:45 / 0003272 s
0.03 A / 10:53:47 / 0003274 s
0.03 A / 10:53:49 / 0003276 s
0.03 A / 10:53:51 / 0003278 s
0.03 A / 10:53:53 / 0003280 s
0.03 A / 10:53:55 / 0003282 s
0.03 A / 10:53:57 / 0003284 s
0.03 A / 10:53:59 / 0003286 s
0.03 A / 10:54:01 / 0003288 s
0.03 A / 10:54:03 / 0003290 s
0.03 A / 10:54:05 / 0003292 s
0.03 A / 10:54:07 / 0003294 s
0.03 A / 10:54:09 / 0003296 s
0.03 A / 10:54:11 / 0003298 s
0.03 A / 10:54:13 / 0003300 s
0.03 A / 10:54:15 / 0003302 s
0.03 A / 10:54:17 / 0003304 s
0.03 A / 10:54:19 / 0003306 s
0.03 A / 10:54:21 / 0003308 s
0.03 A / 10:54:23 / 0003310 s
0.03 A / 10:54:25 / 0003312 s
0.03 A / 10:54:27 / 0003314 s
0.03 A / 10:54:29 / 0003316 s
0.03 A / 10:54:31 / 0003318 s
0.03 A / 10:54:33 / 0003320 s
0.03 A / 10:54:35 / 0003322 s
0.03 A / 10:54:37 / 0003324 s
0.03 A / 10:54:39 / 0003326 s
0.03 A / 10:54:41 / 0003328 s
0.13 A / 10:54:43 / 0003330 s
0.00 A / 10:54:45 / 0003332 s
0.00 A / 10:54:47 / 0003334 s
0.00 A / 10:54:49 / 0003336 s
0.00 A / 10:54:51 / 0003338 s
0.00 A / 10:54:53 / 0003340 s
0.00 A / 10:54:55 / 0003342 s
0.00 A / 10:54:57 / 0003344 s
0.00 A / 10:54:59 / 0003346 s
0.00 A / 10:55:01 / 0003348 s
0.00 A / 10:55:03 / 0003350 s
0.00 A / 10:55:05 / 0003352 s
0.00 A / 10:55:07 / 0003354 s
0.00 A / 10:55:09 / 0003356 s
0.00 A / 10:55:11 / 0003358 s
0.00 A / 10:55:13 / 0003360 s
0.00 A / 10:55:15 / 0003362 s
0.00 A / 10:55:17 / 0003364 s
0.00 A / 10:55:19 / 0003366 s
0.00 A / 10:55:21 / 0003368 s
0.00 A / 10:55:23 / 0003370 s
0.00 A / 10:55:25 / 0003372 s
0.00 A / 10:55:27 / 0003374 s
0.00 A / 10:55:29 / 0003376 s
0.00 A / 10:55:31 / 0003378 s
0.00 A / 10:55:33 / 0003380 s
0.00 A / 10:55:35 / 0003382 s
0.00 A / 10:55:37 / 0003384 s
0.00 A / 10:55:39 / 0003386 s
0.00 A / 10:55:41 / 0003388 s
0.00 A / 10:55:43 / 0003390 s
0.00 A / 10:55:45 / 0003392 s
0.13 A / 10:55:47 / 0003394 s
0.00 A / 10:55:49 / 0003396 s
0.00 A / 10:55:51 / 0003398 s
0.00 A / 10:55:53 / 0003400 s
0.00 A / 10:55:55 / 0003402 s
0.00 A / 10:55:57 / 0003404 s
0.00 A / 10:55:59 / 0003406 s
0.00 A / 10:56:01 / 0003408 s
0.00 A / 10:56:03 / 0003410 s
0.00 A / 10:56:05 / 0003412 s
0.00 A / 10:56:07 / 0003414 s
0.00 A / 10:56:09 / 0003416 s
0.00 A / 10:56:11 / 0003418 s
0.00 A / 10:56:13 / 0003420 s
0.00 A / 10:56:15 / 0003422 s
0.00 A / 10:56:17 / 0003424 s
0.00 A / 10:56:19 / 0003426 s
0.00 A / 10:56:21 / 0003428 s
0.00 A / 10:56:23 / 0003430 s
0.00 A / 10:56:25 / 0003432 s
0.00 A / 10:56:27 / 0003434 s
0.00 A / 10:56:29 / 0003436 s
0.00 A / 10:56:31 / 0003438 s
0.00 A / 10:56:33 / 0003440 s
0.00 A / 10:56:35 / 0003442 s
0.00 A / 10:56:37 / 0003444 s
0.00 A / 10:56:39 / 0003446 s
0.00 A / 10:56:41 / 0003448 s
0.00 A / 10:56:43 / 0003450 s
0.00 A / 10:56:45 / 0003452 s
0.00 A / 10:56:47 / 0003454 s
0.00 A / 10:56:49 / 0003456 s
0.00 A / 10:56:51 / 0003458 s
0.00 A / 10:56:53 / 0003460 s
0.00 A / 10:56:55 / 0003462 s
0.00 A / 10:56:57 / 0003464 s
0.00 A / 10:56:59 / 0003466 s
0.00 A / 10:57:01 / 0003468 s
0.00 A / 10:57:03 / 0003470 s
0.00 A / 10:57:05 / 0003472 s
0.00 A / 10:57:07 / 0003474 s
0.00 A / 10:57:09 / 0003476 s
0.00 A / 10:57:11 / 0003478 s
0.00 A / 10:57:13 / 0003480 s
0.00 A / 10:57:15 / 0003482 s
0.00 A / 10:57:17 / 0003484 s
0.00 A / 10:57:19 / 0003486 s
0.00 A / 10:57:21 / 0003488 s
0.00 A / 10:57:23 / 0003490 s
0.00 A / 10:57:25 / 0003492 s
0.00 A / 10:57:27 / 0003494 s
0.00 A / 10:57:29 / 0003496 s
0.00 A / 10:57:31 / 0003498 s
0.00 A / 10:57:33 / 0003500 s
0.00 A / 10:57:35 / 0003502 s
0.00 A / 10:57:37 / 0003504 s
0.00 A / 10:57:39 / 0003506 s
0.00 A / 10:57:41 / 0003508 s
0.00 A / 10:57:43 / 0003510 s
0.00 A / 10:57:45 / 0003512 s
0.00 A / 10:57:47 / 0003514 s
0.00 A / 10:57:49 / 0003516 s
0.00 A / 10:57:51 / 0003518 s
0.00 A / 10:57:53 / 0003520 s
0.00 A / 10:57:55 / 0003522 s
0.00 A / 10:57:57 / 0003524 s
0.00 A / 10:57:59 / 0003526 s
0.00 A / 10:58:01 / 0003528 s
0.00 A / 10:58:03 / 0003530 s
0.00 A / 10:58:05 / 0003532 s
0.00 A / 10:58:07 / 0003534 s
0.10 A / 10:58:09 / 0003536 s
0.10 A / 10:58:11 / 0003538 s
0.00 A / 10:58:13 / 0003540 s
0.00 A / 10:58:15 / 0003542 s
0.10 A / 10:58:17 / 0003544 s
0.00 A / 10:58:19 / 0003546 s
0.00 A / 10:58:21 / 0003548 s
0.00 A / 10:58:23 / 0003550 s
0.00 A / 10:58:25 / 0003552 s
0.00 A / 10:58:27 / 0003554 s
0.00 A / 10:58:29 / 0003556 s
0.00 A / 10:58:31 / 0003558 s
0.00 A / 10:58:33 / 0003560 s
0.00 A / 10:58:35 / 0003562 s
0.00 A / 10:58:37 / 0003564 s
0.00 A / 10:58:39 / 0003566 s
0.00 A / 10:58:41 / 0003568 s
0.00 A / 10:58:43 / 0003570 s
0.45 A / 10:58:45 / 0003572 s
0.45 A / 10:58:47 / 0003574 s
0.73 A / 10:58:49 / 0003576 s
1.08 A / 10:58:51 / 0003578 s
1.28 A / 10:58:53 / 0003580 s
0.43 A / 10:58:55 / 0003582 s
1.10 A / 10:58:57 / 0003584 s
0.00 A / 10:58:59 / 0003586 s
1.00 A / 10:59:01 / 0003588 s
0.58 A / 10:59:03 / 0003590 s
0.58 A / 10:59:05 / 0003592 s
0.58 A / 10:59:07 / 0003594 s
0.58 A / 10:59:09 / 0003596 s
0.68 A / 10:59:11 / 0003598 s
0.68 A / 10:59:13 / 0003600 s
0.68 A / 10:59:15 / 0003602 s
0.68 A / 10:59:17 / 0003604 s
0.58 A / 10:59:19 / 0003606 s
0.43 A / 10:59:21 / 0003608 s
0.43 A / 10:59:23 / 0003610 s
0.43 A / 10:59:25 / 0003612 s
0.90 A / 10:59:27 / 0003614 s
1.28 A / 10:59:29 / 0003616 s
1.28 A / 10:59:31 / 0003618 s
1.18 A / 10:59:33 / 0003620 s
1.18 A / 10:59:35 / 0003622 s
1.18 A / 10:59:37 / 0003624 s
1.18 A / 10:59:39 / 0003626 s
1.28 A / 10:59:41 / 0003628 s
1.28 A / 10:59:43 / 0003630 s
1.28 A / 10:59:45 / 0003632 s
1.18 A / 10:59:47 / 0003634 s
1.28 A / 10:59:49 / 0003636 s
1.28 A / 10:59:51 / 0003638 s
1.18 A / 10:59:53 / 0003640 s
1.18 A / 10:59:55 / 0003642 s
1.18 A / 10:59:57 / 0003644 s
1.30 A / 10:59:59 / 0003646 s
1.18 A / 11:00:01 / 0003648 s
1.18 A / 11:00:03 / 0003650 s
1.28 A / 11:00:05 / 0003652 s
1.18 A / 11:00:07 / 0003654 s
1.18 A / 11:00:09 / 0003656 s
1.28 A / 11:00:11 / 0003658 s
1.18 A / 11:00:13 / 0003660 s
1.18 A / 11:00:15 / 0003662 s
1.18 A / 11:00:17 / 0003664 s
1.28 A / 11:00:19 / 0003666 s
1.28 A / 11:00:21 / 0003668 s
1.15 A / 11:00:23 / 0003670 s
1.30 A / 11:00:25 / 0003672 s
1.20 A / 11:00:27 / 0003674 s
1.20 A / 11:00:29 / 0003676 s
1.20 A / 11:00:31 / 0003678 s
1.20 A / 11:00:33 / 0003680 s
1.20 A / 11:00:35 / 0003682 s
1.20 A / 11:00:37 / 0003684 s
1.20 A / 11:00:39 / 0003686 s
1.20 A / 11:00:41 / 0003688 s
1.20 A / 11:00:43 / 0003690 s
1.20 A / 11:00:45 / 0003692 s
1.20 A / 11:00:47 / 0003694 s
1.20 A / 11:00:49 / 0003696 s
1.20 A / 11:00:51 / 0003698 s
1.20 A / 11:00:53 / 0003700 s
1.20 A / 11:00:55 / 0003702 s
1.20 A / 11:00:57 / 0003704 s
1.20 A / 11:00:59 / 0003706 s
1.20 A / 11:01:01 / 0003708 s
1.20 A / 11:01:03 / 0003710 s
1.20 A / 11:01:05 / 0003712 s
1.20 A / 11:01:07 / 0003714 s
1.20 A / 11:01:09 / 0003716 s
1.20 A / 11:01:11 / 0003718 s
1.20 A / 11:01:13 / 0003720 s
1.38 A / 11:01:15 / 0003722 s
1.18 A / 11:01:17 / 0003724 s
1.18 A / 11:01:19 / 0003726 s
1.18 A / 11:01:21 / 0003728 s
1.18 A / 11:01:23 / 0003730 s
1.18 A / 11:01:25 / 0003732 s
1.18 A / 11:01:27 / 0003734 s
1.18 A / 11:01:29 / 0003736 s
1.18 A / 11:01:31 / 0003738 s
1.18 A / 11:01:33 / 0003740 s
1.18 A / 11:01:35 / 0003742 s
1.18 A / 11:01:37 / 0003744 s
1.18 A / 11:01:39 / 0003746 s
1.18 A / 11:01:41 / 0003748 s
1.18 A / 11:01:43 / 0003750 s
1.18 A / 11:01:45 / 0003752 s
1.18 A / 11:01:47 / 0003754 s
1.18 A / 11:01:49 / 0003756 s
1.18 A / 11:01:51 / 0003758 s
1.18 A / 11:01:53 / 0003760 s
1.18 A / 11:01:55 / 0003762 s
1.18 A / 11:01:57 / 0003764 s
1.18 A / 11:01:59 / 0003766 s
1.18 A / 11:02:01 / 0003768 s
1.18 A / 11:02:03 / 0003770 s
1.30 A / 11:02:05 / 0003772 s
1.20 A / 11:02:07 / 0003774 s
1.20 A / 11:02:09 / 0003776 s
1.30 A / 11:02:11 / 0003778 s
1.18 A / 11:02:13 / 0003780 s
1.18 A / 11:02:15 / 0003782 s
1.18 A / 11:02:17 / 0003784 s
1.18 A / 11:02:19 / 0003786 s
1.18 A / 11:02:21 / 0003788 s
1.18 A / 11:02:23 / 0003790 s
1.18 A / 11:02:25 / 0003792 s
1.28 A / 11:02:27 / 0003794 s
1.28 A / 11:02:29 / 0003796 s
1.28 A / 11:02:31 / 0003798 s
1.15 A / 11:02:33 / 0003800 s
1.15 A / 11:02:35 / 0003802 s
1.25 A / 11:02:37 / 0003804 s
1.10 A / 11:02:39 / 0003806 s
1.10 A / 11:02:41 / 0003808 s
1.23 A / 11:02:43 / 0003810 s
1.23 A / 11:02:45 / 0003812 s
1.40 A / 11:02:47 / 0003814 s
1.10 A / 11:02:49 / 0003816 s
0.45 A / 11:02:51 / 0003818 s
0.63 A / 11:02:53 / 0003820 s
0.40 A / 11:02:55 / 0003822 s
0.50 A / 11:02:57 / 0003824 s
0.50 A / 11:02:59 / 0003826 s
0.88 A / 11:03:01 / 0003828 s
1.23 A / 11:03:03 / 0003830 s
1.23 A / 11:03:05 / 0003832 s
1.23 A / 11:03:07 / 0003834 s
1.23 A / 11:03:09 / 0003836 s
1.23 A / 11:03:11 / 0003838 s
1.23 A / 11:03:13 / 0003840 s
1.23 A / 11:03:15 / 0003842 s
1.23 A / 11:03:17 / 0003844 s
1.23 A / 11:03:19 / 0003846 s
1.05 A / 11:03:21 / 0003848 s
1.05 A / 11:03:23 / 0003850 s
1.20 A / 11:03:25 / 0003852 s
1.20 A / 11:03:27 / 0003854 s
1.20 A / 11:03:29 / 0003856 s
1.20 A / 11:03:31 / 0003858 s
1.20 A / 11:03:33 / 0003860 s
1.20 A / 11:03:35 / 0003862 s
1.20 A / 11:03:37 / 0003864 s
1.20 A / 11:03:39 / 0003866 s
1.20 A / 11:03:41 / 0003868 s
1.20 A / 11:03:43 / 0003870 s
1.20 A / 11:03:45 / 0003872 s
1.10 A / 11:03:47 / 0003874 s
1.20 A / 11:03:49 / 0003876 s
1.20 A / 11:03:51 / 0003878 s
1.20 A / 11:03:53 / 0003880 s
1.20 A / 11:03:55 / 0003882 s
1.20 A / 11:03:57 / 0003884 s
1.20 A / 11:03:59 / 0003886 s
1.20 A / 11:04:01 / 0003888 s
1.20 A / 11:04:03 / 0003890 s
1.20 A / 11:04:05 / 0003892 s
1.20 A / 11:04:07 / 0003894 s
1.20 A / 11:04:09 / 0003896 s
1.20 A / 11:04:11 / 0003898 s
1.20 A / 11:04:13 / 0003900 s
1.20 A / 11:04:15 / 0003902 s
1.20 A / 11:04:17 / 0003904 s
1.20 A / 11:04:19 / 0003906 s
1.20 A / 11:04:21 / 0003908 s
1.20 A / 11:04:23 / 0003910 s
1.20 A / 11:04:25 / 0003912 s
1.20 A / 11:04:27 / 0003914 s
1.20 A / 11:04:29 / 0003916 s
1.20 A / 11:04:31 / 0003918 s
1.20 A / 11:04:33 / 0003920 s
1.10 A / 11:04:35 / 0003922 s
1.25 A / 11:04:37 / 0003924 s
1.15 A / 11:04:39 / 0003926 s
1.38 A / 11:04:41 / 0003928 s
1.25 A / 11:04:43 / 0003930 s
1.25 A / 11:04:45 / 0003932 s
1.25 A / 11:04:47 / 0003934 s
1.25 A / 11:04:49 / 0003936 s
1.10 A / 11:04:51 / 0003938 s
1.20 A / 11:04:53 / 0003940 s
1.20 A / 11:04:55 / 0003942 s
1.33 A / 11:04:57 / 0003944 s
1.33 A / 11:04:59 / 0003946 s
1.20 A / 11:05:01 / 0003948 s
1.20 A / 11:05:03 / 0003950 s
1.20 A / 11:05:05 / 0003952 s
1.20 A / 11:05:07 / 0003954 s
1.20 A / 11:05:09 / 0003956 s
1.20 A / 11:05:11 / 0003958 s
